car-id,hours
20154431064441-604,5.75
20154431084406-746,3.583
20154431104413-67,4.883
20154431104425-802,0.433
20154431104451-420,54.867
20154431124423-688,23.317
20154431124424-721,55.667
20154501024521-895,30.483
20154501044554-839,19.833
20154501074509-749,1.533
20154501084500-257,55.767
20154501084530-202,21.483
20154501084537-684,11.917
20154501124525-792,30.733
20154502014508-491,29.133
20154502024526-427,1.15
20154502044518-570,0.333
20154502054501-178,21.633
20154502074525-187,0.917
20154502074526-256,1.033
20154502084548-823,29.75
20154502084556-629,73.033
20154502094535-864,72.6
20154502104518-123,0.233
20154502114508-148,1.433
20154503034530-585,1.2
20154503054514-929,0.55
20154503064512-973,0.867
20154503064553-370,0.917
20154503074525-315,0.3
20154503094556-932,1.317
20154504014517-802,27.4
20154504014523-881,1.633
20154504024526-617,127.033
20154504054500-534,0.883
20154504054501-314,19.617
20154504064547-329,33.567
20154504084540-301,0.717
20154504094510-630,147.117
20154504094523-142,1.367
20154504094530-832,0.983
20154504114533-20,1.133
20154504114552-72,1.15
20154505014505-202,225.967
20154505014541-791,0.083
20154505024531-4,21.65
20154505034517-211,114.967
20154505074523-130,31.85
20154505094529-266,0.917
20154505124525-350,53.283
20154506014536-722,1.367
20154506054509-852,27.133
20154506054510-602,110.9
20154506054512-623,0.917
20154506074517-446,78.1
20154506084523-929,0.783
20154506094559-645,0.767
20154506114531-504,20.7
20154506114534-739,1.167
20154506124542-655,1.033
20154506124552-825,0.983
20154507024509-845,0.067
20154507024517-95,1.033
20154507034519-6,49.467
20154507054536-79,0.95
20154507064517-275,30.367
20154507074526-430,39.383
20154507074558-617,27.967
20154507104514-75,1.85
20154507104521-856,1.917
20154508024531-338,1.733
20154508034512-69,2.467
20154508054512-557,140.667
20154508064514-321,0.883
20154508064542-87,0.85
20154508084534-828,29.6
20154508094515-800,0.5
20154508104501-46,0.533
20154508114523-645,57.467
20154508114533-603,1.2
20154508124538-434,48.733
20154509014534-673,1.267
20154509014559-37,58.183
20154509024518-62,0.533
20154509024548-175,168.933
20154509034539-813,0.983
20154509074508-489,2.067
20154509084536-974,0.85
20154509094519-25,1.4
20154509094553-399,0.917
20154509104501-59,117.867
20154509114531-556,107.583
20154509124553-876,1.067
20154510014508-868,0.95
20154510014516-824,28.95
20154510014557-755,1.683
20154510064550-279,49.45
20154510104522-927,28.2
20154510114523-240,104.083
20154510124511-84,0.967
20154511014511-799,0.283
20154511024505-828,28.733
20154511024509-567,1.117
20154511034551-791,1.667
20154511064520-418,3.6
20154511074500-960,7.683
20154511094545-173,152.717
20154511104531-707,1.417
20154511104554-113,1.283
20154511114515-568,50.517
20154512044528-826,2.3
20154512044556-370,47.433
20154512054518-584,124.067
20154512074503-405,0.333
20154512084511-218,127.833
20154512094523-344,0.983
20154512094535-150,0.517
20154512124548-471,26.217
20154513024507-271,306.0
20154513024508-359,0.333
20154513024521-642,0.483
20154513044509-46,0.533
20154513044511-420,0.333
20154513044533-280,1.133
20154513054503-598,0.4
20154513054532-940,6.533
20154513064520-256,60.1
20154513074545-202,53.533
20154513104537-799,0.35
20154513114555-897,107.267
20154513124521-814,0.583
20154513124553-0,1.433
20154514024558-986,333.8
20154514034553-145,66.45
20154514054528-926,0.517
20154514094559-46,0.333
20154514114504-956,0.6
20154514114507-203,176.717
20154514124545-947,140.683
20154515034504-148,0.883
20154515054549-826,44.217
20154515054556-394,267.2
20154515064509-76,81.917
20154515084557-683,0.467
20154515094506-502,1.467
20154516014525-898,0.733
20154516014531-348,78.4
20154516024513-124,1.0
20154516024555-775,1.3
20154516034505-603,22.25
20154516034523-771,2.083
20154516034551-980,0.65
20154516064507-862,0.733
20154516074508-557,1.167
20154516094514-766,0.883
20154516124509-966,0.483
20154517024507-611,19.867
20154517024552-85,0.4
20154517044506-783,52.217
20154517064524-76,1.5
20154517084514-625,145.267
20154517094500-459,152.1
20154517094544-833,216.383
20154517104552-372,0.5
20154518034548-354,0.5
20154518064502-358,0.733
20154518064540-758,136.267
20154518094547-315,130.3
20154518104543-3,30.967
20154518114515-804,0.383
20154519014555-829,0.317
20154519024544-322,2577.85
20154519034516-956,0.283
20154519034526-395,29.633
20154519034536-63,1.233
20154519034545-461,1.667
20154519054521-330,0.35
20154519054555-68,0.35
20154519064500-924,0.467
20154519084549-54,118.283
20154519094526-503,2.2
20154519124552-189,0.583
20154520014506-55,218.633
20154520014512-167,2.883
20154520024559-236,0.5
20154520034528-636,1.35
20154520034536-573,66.717
20154520064525-417,39.883
20154520074540-882,245.033
20154520104544-696,0.483
20154521024518-105,150.0
20154521034502-964,0.883
20154521034540-737,0.517
20154521044507-247,122.6
20154521044526-86,0.5
20154521044531-839,0.983
20154521054515-644,50.7
20154521054536-554,0.367
20154521074541-847,0.317
20154521074546-272,39.167
20154521094550-685,156.417
20154521114536-507,1.717
20154521124559-589,1.067
20154522024553-113,2.5
20154522074508-296,147.0
20154522074550-726,74.05
20154522114526-226,0.35
20154522114542-987,0.55
20154522114558-409,0.933
20154522124556-589,8.433
20154523024537-240,0.6
20154523024537-613,0.55
20154523064510-579,0.5
20154523124510-943,42.617
20154524034503-939,30.183
20154524034527-591,1.55
20154524034534-40,0.567
20154524044501-338,0.517
20154524044508-686,45.817
20154524044536-939,22.183
20154524044548-612,1.667
20154524084534-448,5.35
20154524094502-813,0.95
20154524094517-702,1.75
20154524114509-609,35.05
20154524114524-784,0.367
20154524124536-93,75.55
20154525014533-946,47.367
20154525014558-501,1.033
20154525024508-630,69.1
20154525024548-230,1.1
20154525044559-95,117.383
20154525054551-322,25.733
20154525064509-813,9.35
20154525084548-607,76.633
20154525094552-398,29.283
20154525114509-293,212.183
20154526014540-725,0.883
20154526014546-461,1.1
20154526024508-653,17.517
20154526044524-695,0.95
20154526064518-551,250.483
20154527024553-723,96.567
20154527034520-683,0.933
20154527044548-791,0.3
20154527054509-903,96.083
20154527064556-11,191.883
20154527064556-136,1.483
20154527064558-128,1.483
20154527084510-882,0.5
20154527084549-733,4.033
20154527104510-24,35.183
20154528014555-113,0.8
20154528034538-79,1.033
20154528054544-925,0.367
20154528074529-625,0.317
20154528084544-130,0.383
20154528094550-198,1.05
20154529014510-493,45.667
20154529014544-620,22.65
20154529034521-219,185.217
20154529064528-757,75.0
20154529074533-828,0.317
20154529094544-684,2.217
20154529104539-756,19.833
20154529124502-265,0.8
20154529124514-914,4.767
20154530024516-715,320.8
20154530024552-857,0.483
20154530034515-528,23.333
20154530034541-167,53.75
20154530054541-361,24.967
20154530064530-737,0.933
20154530084521-286,4.667
20154530104517-465,22.85
20154530114544-776,42.867
20154531084511-313,4.3
20154531104527-476,0.933
20154531104533-497,0.067
20154531114517-975,2.6
20154531124504-223,1.033
20154601034606-344,0.367
20154601044603-526,0.5
20154601104625-869,30.783
20154601114646-225,0.45
20154602014633-106,0.467
20154602014652-42,65.55
20154602034627-65,0.367
20154602034646-21,52.667
20154602044612-82,6.433
20154602054627-434,2.517
20154602074644-344,1.183
20154602084650-633,166.783
20154602094603-395,0.433
20154602094652-726,0.367
20154602114625-138,1.167
20154602114628-559,0.917
20154603014603-570,1.4
20154603014603-806,0.917
20154603024631-872,78.233
20154603024647-48,27.067
20154603034630-433,0.933
20154603084615-68,2.5
20154603084636-22,0.55
20154603094612-797,0.45
20154603094659-851,0.583
20154603104615-797,0.533
20154603104658-801,2.367
20154604024617-109,0.55
20154604024619-103,103.883
20154604024642-185,0.867
20154604044619-717,77.05
20154604054607-43,1.0
20154604064624-746,703.517
20154604094636-292,128.533
20154604124621-675,0.817
20154605024617-833,0.333
20154605024640-809,0.783
20154605024652-886,40.667
20154605034612-987,0.617
20154605074608-859,134.417
20154605084600-982,70.05
20154605094651-914,0.367
20154605124617-467,0.917
20154606024636-543,25.133
20154606044639-126,209.817
20154606054615-464,110.833
20154606054652-198,0.8
20154606064646-846,1.017
20154606074613-942,81.783
20154606074616-822,0.85
20154606094659-402,25.117
20154606094659-534,1.15
20154606114616-357,0.45
20154606124617-271,1.017
20154607034616-505,2.433
20154607044630-603,1.967
20154607064641-595,1.217
20154607064650-344,30.15
20154607094631-516,122.333
20154607094653-750,0.467
20154607124641-327,0.5
20154608014630-179,0.917
20154608024634-811,1.417
20154608064621-71,58.467
20154608084658-576,0.417
20154608104628-518,2.083
20154609014602-950,0.517
20154609044639-714,9.767
20154609064654-61,0.533
20154610014606-666,0.3
20154610014621-394,57.817
20154610024600-995,1.45
20154610024627-393,26.233
20154610064607-244,3.617
20154610074635-808,52.15
20154610074656-916,1.05
20154610084619-652,3.8
20154610094644-926,69.717
20154611014601-555,123.833
20154611014629-696,0.783
20154611024657-702,0.867
20154611044614-561,14.65
20154611104620-774,0.417
20154611104623-570,0.567
20154611114609-119,0.283
20154611124646-47,1.767
20154612014642-990,246.367
20154612024611-181,1.3
20154612024622-150,194.133
20154612034642-868,0.617
20154612054651-827,209.067
20154612074618-947,53.2
20154612084611-217,32.733
20154612104653-119,119.267
20154612114650-326,146.517
20154612124610-968,81.683
20154612124636-207,47.067
20154612124654-898,0.667
20154613064658-613,27.717
20154613094619-766,1.083
20154614014620-177,0.5
20154614014631-25,0.55
20154614044600-896,0.383
20154614044621-250,0.583
20154614044657-816,0.55
20154614074610-36,0.567
20154614074649-832,2.65
20154614094653-955,108.233
20154614114643-419,125.0
20154615014643-165,0.967
20154615034630-40,0.85
20154615034637-382,39.933
20154615054615-774,49.65
20154615054634-509,78.017
20154615054636-252,3.4
20154615074658-497,0.417
20154615084621-811,24.133
20154615084628-947,1.95
20154615114612-209,80.867
20154615114635-60,101.783
20154615114637-701,1.083
20154615114641-613,0.833
20154615124625-660,0.333
20154616014649-510,2.8
20154616084607-581,0.417
20154616084623-195,74.533
20154616104647-351,0.367
20154617044627-301,38.9
20154617054647-477,0.367
20154617064600-936,54.217
20154617074600-105,2.867
20154617074637-396,1.45
20154617084605-731,1.583
20154617094613-518,76.083
20154617094641-112,0.483
20154617114617-659,0.8
20154618034649-765,1.117
20154618044618-128,126.767
20154618064654-392,55.4
20154618074635-802,200.783
20154618094619-43,171.233
20154618104659-354,0.917
20154618114601-503,1.05
20154619014630-731,1.133
20154619054626-112,23.983
20154619054642-211,24.917
20154619074612-329,0.483
20154619074638-394,0.517
20154619084642-464,0.767
20154619094656-211,1.183
20154619104620-665,1.1
20154619124644-308,0.583
20154619124648-54,0.35
20154620024609-907,1.117
20154620024622-348,125.55
20154620024644-66,88.783
20154620084600-377,0.533
20154620114644-698,128.85
20154620124623-960,2.867
20154621064609-476,2.667
20154621064635-298,2.583
20154621074640-128,0.5
20154621104644-804,0.767
20154622034647-978,1.467
20154622044617-838,68.683
20154622044637-88,0.433
20154622054623-743,216.467
20154622054628-601,7.0
20154622104622-839,74.65
20154622114624-371,0.633
20154623014627-670,145.333
20154623034636-586,2.633
20154623044635-532,0.633
20154623044637-268,0.95
20154623054649-582,0.333
20154623064607-919,0.6
20154623064643-371,30.017
20154623074633-131,1.567
20154623074640-436,80.25
20154623084625-271,31.55
20154623094608-73,72.767
20154623104653-166,225.633
20154623114627-225,80.383
20154624034607-309,1.217
20154624044626-913,0.333
20154624054636-245,1.8
20154624074629-769,2.517
20154624094613-438,99.183
20154624094652-547,0.933
20154624104602-446,0.5
20154624104622-905,0.883
20154624114609-766,1.133
20154624114617-987,1.317
20154625014650-216,4.0
20154625034642-17,101.55
20154625054615-85,87.7
20154625064609-206,85.817
20154625084640-549,23.883
20154625094602-663,1.583
20154625104616-641,76.817
20154625104633-329,1.433
20154625114651-630,0.367
20154625114655-96,731.467
20154626024601-827,0.633
20154626024603-797,69.467
20154626024658-526,0.983
20154626034600-902,0.617
20154626054643-936,27.867
20154626064610-637,33.45
20154626064612-785,206.4
20154626084632-450,0.5
20154626094612-974,1.067
20154626094616-160,2.45
20154626114630-175,2.2
20154627014626-335,113.667
20154627024615-98,192.233
20154627054616-492,0.483
20154627094625-389,34.55
20154627094652-597,24.633
20154627124616-217,1.033
20154628024604-561,1.717
20154628034649-419,1.317
20154628054609-494,0.567
20154628064612-620,0.417
20154628064637-336,0.283
20154628064658-651,1.05
20154628084617-292,0.483
20154628094624-3,0.35
20154628104658-106,0.533
20154628114648-718,1.083
20154628124620-786,1.983
20154629024607-926,0.45
20154629024616-46,0.817
20154629034625-561,26.1
20154629034645-799,142.583
20154629044625-977,22.533
20154629054635-954,1.033
20154629064615-476,56.117
20154629104608-150,1.467
20154629104609-191,0.9
20154630034658-177,0.55
20154630044606-595,48.133
20154630044624-570,0.883
20154630064645-149,0.583
20154630114640-133,0.917
20154630124612-292,42.167
20154630124627-581,1.3
20154630124651-529,48.483
20154630124653-489,71.9
20154630124655-702,0.617
20154631024616-277,1.133
20154631084627-225,0.367
20154631094606-295,0.783
20154631104618-531,28.533
20154701024709-976,2.3
20154701034737-122,0.533
20154701054735-930,63.967
20154701064758-347,0.8
20154701074703-254,1.283
20154701074721-510,55.15
20154701084702-620,3.517
20154701104706-898,51.233
20154701104712-106,0.333
20154701124730-552,92.067
20154702044723-914,0.8
20154702064747-107,0.75
20154702074759-377,78.533
20154702084714-863,95.7
20154702084758-168,133.717
20154702124720-238,21.75
20154703024706-587,1.75
20154703024730-513,0.533
20154703034736-284,0.45
20154703044705-734,48.617
20154703044709-708,120.467
20154703044730-915,0.983
20154703044754-258,134.65
20154703054748-622,1.1
20154703084735-507,0.517
20154703104737-748,246.167
20154703104742-613,57.35
20154704014703-466,66.717
20154704014721-283,0.367
20154704054739-174,66.683
20154704074710-516,173.2
20154704084736-736,27.767
20154705024717-835,0.45
20154705024731-345,1.1
20154705034728-645,1.183
20154705044710-733,13.883
20154705044748-65,0.85
20154705054725-804,0.367
20154705084749-300,1.533
20154705114743-724,73.617
20154705124714-48,25.933
20154706014712-28,77.867
20154706014752-824,2.75
20154706044711-22,15.35
20154706044718-338,138.2
20154706044748-527,1.6
20154706054759-910,3.817
20154706084700-54,26.6
20154707014750-447,54.95
20154707034728-488,1.317
20154707054713-647,0.767
20154707084732-133,0.6
20154707094710-792,0.917
20154707104714-7,126.717
20154707104741-98,1.25
20154708044705-32,66.867
20154708044706-58,1.333
20154708044710-767,0.5
20154708044711-639,28.15
20154708044728-934,116.133
20154708064723-472,64.25
20154708074757-401,53.833
20154708104711-651,104.75
20154708104749-918,0.883
20154709034704-77,0.483
20154709044702-412,73.333
20154709044740-841,25.683
20154709054733-571,0.817
20154709064751-735,0.817
20154709074707-134,0.483
20154709074717-916,6.083
20154709114730-538,1.117
20154709114737-270,0.367
20154709124756-980,176.35
20154710014737-330,1.033
20154710014752-791,1.367
20154710074754-885,4.85
20154710104708-705,1.917
20154710104746-386,0.483
20154710114715-117,97.367
20154710124711-907,117.733
20154710124737-779,1.567
20154711034718-337,8.867
20154711044729-817,15.15
20154711064710-266,32.683
20154711064721-823,0.283
20154711064739-979,59.467
20154711074740-24,0.883
20154711074751-689,100.383
20154711114730-402,0.583
20154712014735-176,0.5
20154712014753-800,21.45
20154712024716-747,317.45
20154712044710-632,0.767
20154712064731-430,9.367
20154712084755-402,51.767
20154712094742-734,0.567
20154712124711-992,34.233
20154713014720-385,48.7
20154713024750-774,99.0
20154713044702-690,0.533
20154713044705-563,0.333
20154713054700-667,2.95
20154713054724-651,15.567
20154713064720-448,62.5
